Weight (kg),Age,Height (cm),Size
58,25,167.64,M
65,25,177.8,M
58,25,162.56,M
57,25,154.94,M
58,25,165.1,M
65,25,177.8,M
61,25,175.26,M
58,25,167.64,M
65,25,180.34,M
65,25,167.64,M
54,25,170.18,M
61,25,160.02,M
72,25,177.8,M
63,25,165.1,M
60,25,162.56,M
61,25,165.1,M
63,25,177.8,M
63,25,162.56,M
70,25,162.56,M
58,25,160.02,M
66,25,175.26,M
65,25,160.02,M
58,25,162.56,M
61,25,170.18,M
54,25,165.1,M
69,25,180.34,M
58,25,167.64,M
56,25,165.1,M
49,25,162.56,M
63,25,172.72,M
61,25,175.26,M
61,25,162.56,M
58,25,170.18,M
61,25,172.72,M
58,25,165.1,M
61,25,170.18,M
58,25,170.18,M
56,25,170.18,M
52,25,162.56,M
61,25,172.72,M
65,25,165.1,M
61,25,162.56,M
54,25,167.64,M
56,25,157.48,M
56,25,157.48,M
65,25,149.86,M
55,25,162.56,M
63,25,170.18,M
58,25,175.26,M
63,25,175.26,M
58,25,165.1,M
51,25,157.48,M
58,25,175.26,M
58,25,167.64,M
58,25,167.64,M
54,25,167.64,M
61,25,167.64,M
58,25,165.1,M
61,25,172.72,M
61,25,162.56,M
61,25,170.18,M
61,25,167.64,M
61,25,162.56,M
63,25,175.26,M
51,25,157.48,M
56,25,157.48,M
65,25,162.56,M
58,25,165.1,M
58,25,167.64,M
63,25,162.56,M
58,25,165.1,M
61,25,170.18,M
61,25,177.8,M
54,25,162.56,M
53,25,165.1,M
58,25,170.18,M
62,25,160.02,M
58,25,167.64,M
58,25,167.64,M
63,25,180.34,M
63,25,167.64,M
56,25,157.48,M
61,25,165.1,M
63,25,175.26,M
54,25,154.94,M
61,25,162.56,M
61,25,162.56,M
58,25,167.64,M
58,25,167.64,M
57,25,167.64,M
65,25,172.72,M
63,25,170.18,M
63,25,167.64,M
54,25,160.02,M
58,25,162.56,M
58,25,157.48,M
58,25,165.1,M
56,25,162.56,M
61,25,165.1,M
54,25,157.48,M
56,25,167.64,M
62,25,175.26,M
57,25,162.56,M
61,25,167.64,M
52,25,149.86,M
61,25,165.1,M
68,25,175.26,M
58,25,162.56,M
61,25,162.56,M
54,25,172.72,M
63,25,172.72,M
58,25,167.64,M
61,25,165.1,M
52,25,157.48,M
63,25,165.1,M
68,25,175.26,M
58,25,167.64,M
54,25,172.72,M
52,25,154.94,M
64,25,172.72,M
65,25,165.1,M
61,25,165.1,M
54,25,172.72,M
61,25,165.1,M
52,25,157.48,M
68,25,182.88,M
65,25,165.1,M
47,25,157.48,M
58,25,165.1,M
68,25,154.94,M
61,25,170.18,M
54,25,157.48,M
61,25,162.56,M
47,25,157.48,M
58,25,165.1,M
61,25,167.64,M
61,25,162.56,M
56,25,177.8,M
58,25,160.02,M
58,25,162.56,M
58,25,165.1,M
65,25,160.02,M
68,25,170.18,M
63,25,175.26,M
56,25,157.48,M
58,25,167.64,M
54,25,165.1,M
56,25,165.1,M
60,25,175.26,M
63,25,167.64,M
61,25,165.1,M
58,25,167.64,M
58,25,162.56,M
58,25,162.56,M
52,25,160.02,M
58,25,165.1,M
54,25,162.56,M
58,25,170.18,M
61,25,167.64,M
54,25,162.56,M
54,25,157.48,M
58,25,160.02,M
68,25,167.64,M
58,25,170.18,M
61,25,162.56,M
61,25,172.72,M
61,25,157.48,M
56,25,157.48,M
61,25,160.02,M
56,25,157.48,M
58,25,167.64,M
63,25,170.18,M
56,25,167.64,M
63,25,172.72,M
61,25,162.56,M
58,25,172.72,M
56,25,170.18,M
65,25,165.1,M
63,25,177.8,M
56,25,157.48,M
61,25,165.1,M
56,25,170.18,M
58,25,165.1,M
61,25,165.1,M
54,25,170.18,M
56,25,165.1,M
58,25,175.26,M
63,25,154.94,M
63,25,165.1,M
58,25,154.94,M
61,25,165.1,M
52,25,160.02,M
58,25,162.56,M
53,25,160.02,M
61,25,177.8,M
60,25,175.26,M
51,25,157.48,M
61,25,170.18,M
63,25,154.94,M
61,25,154.94,M
63,25,170.18,M
68,25,167.64,M
54,25,160.02,M
61,25,165.1,M
63,25,172.72,M
56,25,167.64,M
61,25,165.1,M
54,25,165.1,M
56,25,170.18,M
61,25,175.26,M
58,25,172.72,M
47,25,157.48,M
54,25,157.48,M
63,25,172.72,M
58,25,170.18,M
54,25,170.18,M
65,25,167.64,M
58,25,160.02,M
61,25,165.1,M
63,25,177.8,M
54,25,162.56,M
55,25,165.1,M
58,25,160.02,M
61,25,175.26,M
63,25,167.64,M
61,25,162.56,M
58,25,170.18,M
58,25,180.34,M
63,25,167.64,M
58,25,170.18,M
54,25,157.48,M
61,25,165.1,M
61,25,165.1,M
63,25,165.1,M
58,25,167.64,M
56,25,167.64,M
62,25,170.18,M
63,25,165.1,M
54,25,162.56,M
52,25,165.1,M
54,25,170.18,M
56,25,170.18,M
61,25,170.18,M
61,25,165.1,M
63,25,172.72,M
61,25,167.64,M
56,25,162.56,M
54,25,162.56,M
61,25,165.1,M
56,25,167.64,M
64,25,177.8,M
58,25,175.26,M
54,25,162.56,M
68,25,170.18,M
58,25,167.64,M
58,25,162.56,M
51,25,160.02,M
56,25,165.1,M
61,25,162.56,M
56,25,167.64,M
63,25,177.8,M
65,25,172.72,M
61,25,172.72,M
55,25,167.64,M
56,25,162.56,M
65,25,167.64,M
58,25,172.72,M
56,25,165.1,M
63,25,172.72,M
60,25,170.18,M
63,25,167.64,M
61,25,172.72,M
63,25,170.18,M
58,25,167.64,M
63,25,162.56,M
58,25,165.1,M
58,25,170.18,M
61,25,162.56,M
52,25,167.64,M
47,25,157.48,M
56,25,160.02,M
58,25,177.8,M
63,25,165.1,M
63,25,167.64,M
61,25,162.56,M
58,25,160.02,M
56,25,165.1,M
62,25,170.18,M
58,25,162.56,M
61,25,165.1,M
56,25,157.48,M
58,25,167.64,M
51,25,162.56,M
54,25,165.1,M
63,25,175.26,M
63,25,162.56,M
61,25,157.48,M
61,25,162.56,M
61,25,162.56,M
58,25,165.1,M
58,25,165.1,M
58,25,175.26,M
58,25,167.64,M
58,25,165.1,M
61,25,165.1,M
58,25,160.02,M
55,25,157.48,M
61,25,167.64,M
63,25,167.64,M
61,25,160.02,M
56,25,152.4,M
52,25,152.4,M
58,25,167.64,M
56,25,157.48,M
58,25,167.64,M
56,25,157.48,M
63,25,177.8,M
63,25,165.1,M
56,25,167.64,M
58,25,167.64,M
58,25,165.1,M
51,25,157.48,M
58,25,167.64,M
49,25,170.18,M
64,25,175.26,M
56,25,170.18,M
63,25,177.8,M
61,25,170.18,M
61,25,167.64,M
59,25,167.64,M
63,25,162.56,M
63,25,172.72,M
70,25,172.72,M
61,25,167.64,M
61,25,165.1,M
63,25,165.1,M
56,25,162.56,M
54,25,162.56,M
61,25,165.1,M
55,25,157.48,M
56,25,167.64,M
60,25,149.86,M
61,25,172.72,M
61,25,170.18,M
61,25,170.18,M
61,25,162.56,M
56,25,165.1,M
51,25,162.56,M
61,25,162.56,M
47,25,157.48,M
61,25,162.56,M
55,25,167.64,M
58,25,172.72,M
61,25,167.64,M
58,25,177.8,M
67,25,162.56,M
61,25,177.8,M
65,25,172.72,M
55,25,157.48,M
61,25,162.56,M
65,25,180.34,M
62,25,167.64,M
68,25,170.18,M
61,25,162.56,M
55,25,162.56,M
58,25,167.64,M
54,26,167.64,M
58,26,170.18,M
61,26,170.18,M
61,26,160.02,M
58,26,162.56,M
56,26,162.56,M
52,26,157.48,M
56,26,167.64,M
60,26,157.48,M
61,26,162.56,M
57,26,167.64,M
61,26,157.48,M
65,26,160.02,M
57,26,162.56,M
68,26,177.8,M
67,26,170.18,M
56,26,167.64,M
58,26,157.48,M
55,26,170.18,M
58,26,167.64,M
58,26,162.56,M
58,26,162.56,M
61,26,170.18,M
58,26,162.56,M
53,26,167.64,M
57,26,154.94,M
63,26,167.64,M
54,26,154.94,M
58,26,177.8,M
72,26,172.72,M
61,26,165.1,M
61,26,170.18,M
54,26,162.56,M
54,26,167.64,M
52,26,157.48,M
65,26,177.8,M
58,26,167.64,M
56,26,165.1,M
54,26,152.4,M
52,26,162.56,M
57,26,162.56,M
65,26,172.72,M
58,26,167.64,M
58,26,172.72,M
56,26,167.64,M
58,26,162.56,M
58,26,170.18,M
58,26,177.8,M
55,26,162.56,M
55,26,170.18,M
61,26,160.02,M
58,26,160.02,M
60,26,167.64,M
58,26,167.64,M
62,26,172.72,M
58,26,157.48,M
58,26,154.94,M
54,26,152.4,M
58,26,165.1,M
61,26,162.56,M
58,26,170.18,M
56,26,165.1,M
54,26,162.56,M
54,26,162.56,M
65,26,177.8,M
58,26,170.18,M
56,26,157.48,M
53,26,162.56,M
61,26,165.1,M
57,26,165.1,M
54,26,160.02,M
62,26,172.72,M
61,26,162.56,M
61,26,162.56,M
61,26,162.56,M
65,26,177.8,M
51,26,157.48,M
61,26,167.64,M
65,26,172.72,M
56,26,167.64,M
63,26,172.72,M
56,26,160.02,M
61,26,162.56,M
56,26,170.18,M
61,26,175.26,M
58,26,170.18,M
65,26,175.26,M
54,26,160.02,M
57,26,165.1,M
58,26,154.94,M
56,26,170.18,M
63,26,157.48,M
55,26,170.18,M
63,26,162.56,M
63,26,175.26,M
52,26,170.18,M
55,26,170.18,M
56,26,162.56,M
63,26,160.02,M
58,26,157.48,M
55,26,170.18,M
48,26,162.56,M
53,26,162.56,M
56,26,167.64,M
54,26,152.4,M
68,26,175.26,M
55,26,170.18,M
58,26,162.56,M
50,26,165.1,M
52,26,157.48,M
61,26,165.1,M
57,26,160.02,M
56,26,167.64,M
55,26,170.18,M
65,26,177.8,M
55,26,152.4,M
61,26,162.56,M
56,26,170.18,M
62,26,172.72,M
65,26,172.72,M
63,26,162.56,M
61,26,157.48,M
63,26,167.64,M
61,26,167.64,M
60,26,165.1,M
58,26,170.18,M
58,26,157.48,M
58,26,167.64,M
52,26,157.48,M
61,26,172.72,M
63,26,170.18,M
63,26,175.26,M
56,26,154.94,M
62,26,167.64,M
56,26,160.02,M
58,26,160.02,M
58,26,170.18,M
58,26,157.48,M
52,26,160.02,M
52,26,160.02,M
58,26,170.18,M
52,26,167.64,M
58,26,165.1,M
63,26,165.1,M
63,26,170.18,M
60,26,157.48,M
54,26,157.48,M
52,26,170.18,M
58,26,162.56,M
57,26,160.02,M
59,26,172.72,M
55,26,167.64,M
56,26,172.72,M
63,26,162.56,M
61,26,154.94,M
54,26,167.64,M
58,26,172.72,M
55,26,152.4,M
56,26,165.1,M
63,26,167.64,M
63,26,170.18,M
58,26,165.1,M
49,26,160.02,M
62,26,154.94,M
58,26,170.18,M
58,26,157.48,M
65,26,175.26,M
56,26,154.94,M
61,26,175.26,M
56,26,172.72,M
55,26,170.18,M
61,26,170.18,M
61,26,170.18,M
58,26,170.18,M
65,26,172.72,M
57,26,167.64,M
65,26,172.72,M
61,26,162.56,M
57,26,167.64,M
65,26,172.72,M
56,26,162.56,M
60,26,165.1,M
48,26,162.56,M
55,26,160.02,M
52,26,157.48,M
58,26,170.18,M
53,26,167.64,M
56,26,165.1,M
65,26,172.72,M
55,26,170.18,M
58,26,170.18,M
56,26,160.02,M
58,26,170.18,M
58,26,162.56,M
58,26,175.26,M
58,26,160.02,M
61,26,170.18,M
61,26,165.1,M
56,26,167.64,M
58,26,170.18,M
62,26,172.72,M
61,26,172.72,M
61,26,162.56,M
58,26,167.64,M
61,26,167.64,M
61,26,162.56,M
55,26,152.4,M
61,26,162.56,M
56,26,172.72,M
57,26,167.64,M
58,26,167.64,M
61,26,177.8,M
65,26,177.8,M
58,26,165.1,M
65,26,175.26,M
63,26,165.1,M
49,26,157.48,M
71,26,165.1,M
58,26,162.56,M
52,26,162.56,M
58,26,172.72,M
62,26,170.18,M
48,26,162.56,M
54,26,162.56,M
58,26,170.18,M
58,26,172.72,M
58,26,165.1,M
58,26,170.18,M
64,26,167.64,M
61,26,172.72,M
68,26,167.64,M
56,26,160.02,M
55,26,170.18,M
56,26,167.64,M
54,26,162.56,M
58,26,167.64,M
58,26,175.26,M
57,26,160.02,M
61,26,162.56,M
55,26,170.18,M
61,26,162.56,M
65,26,177.8,M
57,26,167.64,M
63,26,180.34,M
58,26,167.64,M
68,26,182.88,M
61,26,175.26,M
61,26,162.56,M
68,26,182.88,M
54,26,162.56,M
61,26,162.56,M
55,26,170.18,M
63,26,165.1,M
54,26,167.64,M
61,26,170.18,M
61,26,162.56,M
55,26,170.18,M
58,26,167.64,M
61,26,172.72,M
63,26,167.64,M
61,26,160.02,M
61,26,162.56,M
54,26,160.02,M
58,26,170.18,M
54,26,152.4,M
63,26,170.18,M
55,26,170.18,M
58,26,170.18,M
62,26,154.94,M
52,26,170.18,M
55,26,170.18,M
58,26,170.18,M
58,26,170.18,M
58,26,170.18,M
58,26,167.64,M
54,26,162.56,M
60,26,160.02,M
63,26,180.34,M
62,26,175.26,M
58,26,167.64,M
48,26,162.56,M
58,26,162.56,M
61,26,167.64,M
55,26,170.18,M
58,26,170.18,M
57,26,167.64,M
58,26,157.48,M
58,26,160.02,M
58,26,162.56,M
55,26,170.18,M
59,26,170.18,M
58,26,170.18,M
47,26,154.94,M
52,26,162.56,M
63,26,160.02,M
56,26,157.48,M
54,26,152.4,M
56,26,162.56,M
58,26,160.02,M
52,26,170.18,M
64,26,177.8,M
58,26,154.94,M
62,26,180.34,M
57,26,157.48,M
58,26,160.02,M
53,26,170.18,M
61,26,175.26,M
56,26,152.4,M
58,26,175.26,M
63,26,170.18,M
56,26,157.48,M
63,26,167.64,M
61,26,162.56,M
58,26,170.18,M
52,26,157.48,M
63,26,165.1,M
58,26,162.56,M
56,26,170.18,M
58,26,162.56,M
61,26,175.26,M
61,26,172.72,M
48,26,162.56,M
58,26,165.1,M
58,26,157.48,M
48,26,162.56,M
58,26,170.18,M
63,26,175.26,M
61,26,165.1,M
55,26,170.18,M
58,26,167.64,M
65,26,172.72,M
63,26,162.56,M
48,26,162.56,M
61,26,170.18,M
60,26,165.1,M
55,26,170.18,M
58,26,170.18,M
58,26,160.02,M
58,26,170.18,M
58,26,172.72,M
61,26,167.64,M
61,26,172.72,M
58,26,157.48,M
61,26,162.56,M
56,26,167.64,M
55,26,170.18,M
58,26,157.48,M
58,26,172.72,M
70,26,172.72,M
56,26,165.1,M
55,26,170.18,M
63,26,165.1,M
56,26,165.1,M
58,26,157.48,M
63,26,172.72,M
55,26,170.18,M
55,26,170.18,M
58,26,167.64,M
64,26,167.64,M
56,26,167.64,M
58,26,165.1,M
56,26,167.64,M
56,26,167.64,M
63,26,165.1,M
50,26,165.1,M
68,26,170.18,M
58,26,170.18,M
55,26,170.18,M
61,26,175.26,M
68,26,175.26,M
61,26,175.26,M
56,26,157.48,M
62,26,175.26,M
56,26,165.1,M
63,26,175.26,M
55,26,170.18,M
56,26,160.02,M
56,26,162.56,M
65,26,172.72,M
55,26,170.18,M
61,26,167.64,M
58,26,167.64,M
60,26,172.72,M
58,26,177.8,M
63,26,172.72,M
63,26,177.8,M
53,26,162.56,M
49,26,167.64,M
55,26,170.18,M
53,26,165.1,M
55,26,170.18,M
55,26,157.48,M
63,26,167.64,M
56,26,170.18,M
61,26,162.56,M
62,26,180.34,M
55,26,152.4,M
55,26,170.18,M
61,26,165.1,M
56,26,167.64,M
58,26,165.1,M
56,26,162.56,M
65,26,172.72,M
54,26,165.1,M
54,26,165.1,M
58,26,167.64,M
61,26,165.1,M
63,26,157.48,M
61,26,175.26,M
50,26,154.94,M
61,26,170.18,M
60,26,165.1,M
55,26,170.18,M
48,26,162.56,M
56,26,172.72,M
58,26,167.64,M
65,26,172.72,M
68,26,175.26,M
58,26,170.18,M
58,26,162.56,M
47,26,154.94,M
55,26,170.18,M
55,26,167.64,M
65,26,177.8,M
56,26,160.02,M
63,26,167.64,M
54,26,165.1,M
63,26,165.1,M
68,26,170.18,M
52,26,157.48,M
58,26,170.18,M
55,26,170.18,M
56,26,162.56,M
61,26,162.56,M
62,26,157.48,M
52,26,152.4,M
56,26,170.18,M
62,26,167.64,M
56,26,157.48,M
61,26,162.56,M
58,26,162.56,M
53,26,160.02,M
58,26,170.18,M
56,26,160.02,M
54,26,162.56,M
48,26,162.56,M
58,26,162.56,M
59,26,167.64,M
58,26,170.18,M
56,26,162.56,M
65,26,177.8,M
58,26,170.18,M
58,26,170.18,M
56,26,157.48,M
56,26,167.64,M
60,26,160.02,M
61,26,165.1,M
61,26,154.94,M
58,26,170.18,M
61,26,162.56,M
48,26,162.56,M
65,26,167.64,M
65,26,172.72,M
49,26,165.1,M
58,26,170.18,M
58,26,165.1,M
56,26,167.64,M
56,26,160.02,M
58,26,162.56,M
58,26,170.18,M
52,26,157.48,M
58,26,162.56,M
56,26,165.1,M
61,26,157.48,M
63,26,167.64,M
56,26,167.64,M
61,26,172.72,M
56,26,170.18,M
58,26,167.64,M
54,26,162.56,M
54,26,165.1,M
63,26,175.26,M
54,26,167.64,M
58,26,165.1,M
57,26,160.02,M
55,26,170.18,M
58,26,160.02,M
62,26,172.72,M
68,26,175.26,M
56,26,165.1,M
58,26,162.56,M
58,26,162.56,M
56,26,165.1,M
63,26,170.18,M
55,26,170.18,M
61,26,162.56,M
63,26,175.26,M
57,26,162.56,M
65,26,167.64,M
65,26,177.8,M
54,26,157.48,M
55,26,170.18,M
57,26,165.1,M
65,26,165.1,M
55,26,170.18,M
79,26,180.34,M
47,26,147.32,M
54,26,170.18,M
61,26,160.02,M
63,26,170.18,M
55,26,170.18,M
58,26,172.72,M
58,26,165.1,M
58,26,167.64,M
58,26,165.1,M
61,26,170.18,M
63,26,162.56,M
61,26,162.56,M
57,26,162.56,M
61,26,175.26,M
65,26,170.18,M
58,26,172.72,M
57,26,162.56,M
58,26,154.94,M
61,26,172.72,M
65,26,167.64,M
56,26,162.56,M
52,26,162.56,M
55,26,170.18,M
65,26,165.1,M
58,26,175.26,M
65,26,165.1,M
61,26,162.56,M
56,26,172.72,M
49,26,157.48,M
55,26,170.18,M
58,26,167.64,M
58,26,167.64,M
61,26,167.64,M
63,26,170.18,M
57,26,162.56,M
56,26,167.64,M
47,26,154.94,M
56,26,162.56,M
58,26,170.18,M
65,26,167.64,M
58,26,170.18,M
61,26,162.56,M
58,26,170.18,M
54,26,160.02,M
61,26,172.72,M
61,26,167.64,M
63,26,172.72,M
56,26,154.94,M
61,26,167.64,M
63,26,167.64,M
54,26,162.56,M
56,26,157.48,M
56,26,157.48,M
65,26,172.72,M
58,26,167.64,M
58,26,170.18,M
64,26,160.02,M
62,26,167.64,M
61,26,177.8,M
57,26,172.72,M
58,26,170.18,M
56,26,170.18,M
57,26,167.64,M
61,26,172.72,M
55,26,170.18,M
55,26,170.18,M
56,26,162.56,M
61,26,170.18,M
49,26,165.1,M
55,26,170.18,M
65,26,177.8,M
58,26,170.18,M
58,26,167.64,M
55,26,170.18,M
61,26,165.1,M
58,26,165.1,M
63,26,180.34,M
64,26,172.72,M
58,26,177.8,M
58,26,170.18,M
63,26,165.1,M
65,26,177.8,M
61,26,160.02,M
63,26,170.18,M
58,26,172.72,M
55,26,170.18,M
61,26,157.48,M
61,26,170.18,M
48,26,157.48,M
55,26,170.18,M
56,26,160.02,M
57,26,162.56,M
61,26,152.4,M
54,26,157.48,M
54,26,160.02,M
54,26,162.56,M
61,26,157.48,M
62,26,170.18,M
61,26,167.64,M
58,26,170.18,M
58,26,170.18,M
56,26,160.02,M
54,26,170.18,M
58,26,175.26,M
58,26,165.1,M
56,26,167.64,M
61,26,170.18,M
52,26,172.72,M
67,26,167.64,M
61,26,160.02,M
54,26,167.64,M
55,26,170.18,M
56,26,167.64,M
58,26,167.64,M
55,26,170.18,M
54,26,162.56,M
56,26,165.1,M
63,26,180.34,M
55,26,170.18,M
61,26,167.64,M
54,26,160.02,M
65,26,172.72,M
62,26,165.1,M
65,26,172.72,M
54,26,160.02,M
60,26,157.48,M
58,26,162.56,M
58,26,167.64,M
49,26,165.1,M
58,26,162.56,M
58,26,165.1,M
65,26,172.72,M
58,26,170.18,M
55,26,170.18,M
58,26,170.18,M
56,26,160.02,M
65,26,167.64,M
58,26,172.72,M
63,26,180.34,M
55,26,170.18,M
65,26,172.72,M
57,26,177.8,M
55,26,170.18,M
58,26,162.56,M
56,26,160.02,M
67,26,157.48,M
58,26,165.1,M
63,26,180.34,M
58,26,152.4,M
58,26,162.56,M
61,26,172.72,M
54,26,162.56,M
58,26,167.64,M
63,26,175.26,M
54,26,167.64,M
58,26,170.18,M
54,26,154.94,M
56,26,167.64,M
47,26,154.94,M
52,26,175.26,M
61,26,177.8,M
58,26,170.18,M
58,26,177.8,M
56,26,167.64,M
58,26,167.64,M
59,26,162.56,M
63,26,175.26,M
65,26,170.18,M
57,26,162.56,M
54,26,157.48,M
56,26,167.64,M
49,26,157.48,M
61,26,160.02,M
58,26,162.56,M
58,26,160.02,M
60,26,165.1,M
54,26,167.64,M
58,26,165.1,M
61,26,175.26,M
55,26,152.4,M
58,26,172.72,M
58,26,175.26,M
57,26,165.1,M
55,26,170.18,M
61,26,162.56,M
55,26,170.18,M
56,26,162.56,M
61,26,162.56,M
58,26,157.48,M
58,26,167.64,M
55,26,170.18,M
56,26,170.18,M
61,26,154.94,M
56,26,160.02,M
58,26,162.56,M
61,26,167.64,M
58,26,170.18,M
58,26,172.72,M
63,26,162.56,M
68,26,175.26,M
51,26,165.1,M
61,26,162.56,M
49,26,165.1,M
61,26,172.72,M
65,26,172.72,M
55,26,170.18,M
55,26,170.18,M
63,26,172.72,M
52,26,157.48,M
58,26,160.02,M
52,26,157.48,M
68,26,170.18,M
58,26,175.26,M
57,26,162.56,M
58,26,160.02,M
53,26,162.56,M
56,26,170.18,M
61,26,170.18,M
53,26,167.64,M
58,26,170.18,M
54,26,160.02,M
62,26,170.18,M
54,26,160.02,M
62,26,167.64,M
56,26,170.18,M
56,26,167.64,M
61,26,170.18,M
58,26,157.48,M
61,26,162.56,M
62,26,172.72,M
61,26,154.94,M
58,26,170.18,M
58,26,160.02,M
55,26,170.18,M
62,26,172.72,M
50,26,160.02,M
72,26,182.88,M
65,26,172.72,M
63,26,162.56,M
54,26,160.02,M
61,26,167.64,M
58,26,170.18,M
68,26,177.8,M
62,26,167.64,M
58,26,162.56,M
57,26,162.56,M
58,26,172.72,M
61,26,170.18,M
55,26,170.18,M
54,26,167.64,M
61,26,170.18,M
57,26,162.56,M
55,26,170.18,M
65,26,177.8,M
56,26,157.48,M
61,26,162.56,M
52,26,160.02,M
65,26,172.72,M
61,26,162.56,M
55,26,165.1,M
52,26,154.94,M
58,26,160.02,M
55,26,170.18,M
54,26,152.4,M
58,26,167.64,M
61,26,165.1,M
61,26,162.56,M
48,26,162.56,M
61,26,162.56,M
62,26,165.1,M
65,26,172.72,M
57,26,167.64,M
64,26,167.64,M
52,26,165.1,M
52,26,147.32,M
61,26,154.94,M
61,26,167.64,M
62,26,172.72,M
63,26,165.1,M
61,26,172.72,M
58,26,152.4,M
62,26,170.18,M
58,26,167.64,M
56,26,165.1,M
58,26,167.64,M
60,26,160.02,M
58,26,170.18,M
61,26,162.56,M
58,26,160.02,M
65,26,177.8,M
60,26,170.18,M
61,26,162.56,M
58,26,165.1,M
63,26,162.56,M
49,26,160.02,M
54,26,160.02,M
61,26,175.26,M
58,26,170.18,M
58,26,162.56,M
52,26,160.02,M
58,26,157.48,M
61,26,157.48,M
56,26,162.56,M
68,26,160.02,M
54,26,157.48,M
58,26,165.1,M
63,26,165.1,M
53,26,167.64,M
48,26,162.56,M
52,26,162.56,M
58,26,157.48,M
54,26,162.56,M
63,26,167.64,M
63,26,170.18,M
54,26,165.1,M
61,26,170.18,M
56,26,177.8,M
54,26,157.48,M
59,26,172.72,M
62,26,170.18,M
58,26,170.18,M
58,26,165.1,M
56,26,165.1,M
60,26,172.72,M
58,26,172.72,M
58,26,177.8,M
65,26,172.72,M
57,26,154.94,M
55,26,170.18,M
63,26,175.26,M
61,26,172.72,M
58,26,170.18,M
58,26,170.18,M
63,26,157.48,M
55,26,170.18,M
58,26,170.18,M
65,26,172.72,M
65,26,172.72,M
58,26,165.1,M
63,26,172.72,M
60,26,172.72,M
61,26,172.72,M
55,26,170.18,M
63,26,175.26,M
58,26,162.56,M
63,26,167.64,M
65,26,172.72,M
58,26,157.48,M
56,26,157.48,M
61,26,172.72,M
58,26,170.18,M
58,26,172.72,M
63,26,170.18,M
63,26,162.56,M
55,26,170.18,M
58,26,167.64,M
65,26,172.72,M
58,26,170.18,M
54,26,165.1,M
65,26,175.26,M
53,26,157.48,M
56,26,154.94,M
63,26,170.18,M
56,26,162.56,M
61,26,167.64,M
59,26,167.64,M
57,26,165.1,M
61,26,162.56,M
62,26,175.26,M
65,26,177.8,M
58,26,175.26,M
65,26,160.02,M
56,26,167.64,M
63,26,162.56,M
48,26,162.56,M
57,26,162.56,M
52,26,165.1,M
56,26,157.48,M
58,26,170.18,M
56,26,160.02,M
58,26,160.02,M
50,26,160.02,M
54,26,157.48,M
58,26,167.64,M
63,26,175.26,M
65,26,172.72,M
58,26,167.64,M
52,26,170.18,M
56,26,157.48,M
61,26,162.56,M
60,26,157.48,M
61,26,170.18,M
58,26,167.64,M
68,26,177.8,M
58,26,167.64,M
54,26,162.56,M
65,26,165.1,M
58,26,167.64,M
61,26,165.1,M
56,26,170.18,M
56,26,152.4,M
58,26,137.16,M
58,26,170.18,M
55,26,170.18,M
64,26,175.26,M
68,26,185.42,M
55,26,170.18,M
58,26,167.64,M
52,26,165.1,M
56,26,162.56,M
65,26,172.72,M
58,26,170.18,M
65,26,162.56,M
58,26,165.1,M
61,26,167.64,M
55,26,170.18,M
56,26,167.64,M
48,26,162.56,M
63,26,175.26,M
58,26,170.18,M
55,26,170.18,M
50,26,165.1,M
54,26,162.56,M
55,26,170.18,M
52,26,162.56,M
58,26,170.18,M
65,26,172.72,M
52,26,157.48,M
68,26,182.88,M
62,26,170.18,M
56,26,154.94,M
58,26,165.1,M
52,26,157.48,M
55,26,170.18,M
65,26,172.72,M
56,26,170.18,M
61,26,162.56,M
57,26,162.56,M
56,26,165.1,M
68,26,170.18,M
56,26,160.02,M
62,26,172.72,M
52,26,152.4,M
58,26,172.72,M
68,26,165.1,M
63,26,170.18,M
58,26,170.18,M
58,26,157.48,M
53,26,165.1,M
68,26,175.26,M
65,26,172.72,M
63,26,180.34,M
56,26,160.02,M
56,26,160.02,M
54,26,162.56,M
56,26,160.02,M
61,26,162.56,M
54,26,157.48,M
65,26,180.34,M
54,26,154.94,M
61,26,175.26,M
48,26,162.56,M
56,26,170.18,M
58,26,175.26,M
56,26,165.1,M
65,26,172.72,M
61,26,165.1,M
58,26,170.18,M
65,26,177.8,M
58,26,162.56,M
63,26,167.64,M
63,26,172.72,M
52,26,165.1,M
58,26,154.94,M
61,26,165.1,M
65,26,167.64,M
55,26,160.02,M
65,26,177.8,M
56,26,165.1,M
58,26,180.34,M
63,26,170.18,M
65,26,180.34,M
55,26,170.18,M
61,26,162.56,M
55,26,170.18,M
65,26,172.72,M
52,26,157.48,M
56,26,165.1,M
53,26,167.64,M
56,26,167.64,M
58,26,162.56,M
58,26,170.18,M
58,26,162.56,M
61,26,160.02,M
61,26,165.1,M
65,26,172.72,M
58,26,170.18,M
63,26,172.72,M
65,26,172.72,M
64,26,175.26,M
55,26,170.18,M
56,26,167.64,M
62,26,170.18,M
56,26,154.94,M
60,26,167.64,M
63,26,177.8,M
61,26,162.56,M
61,26,162.56,M
56,26,162.56,M
58,26,172.72,M
55,26,170.18,M
61,26,175.26,M
65,26,172.72,M
55,26,170.18,M
64,26,167.64,M
58,26,167.64,M
65,26,172.72,M
53,26,167.64,M
61,26,175.26,M
61,26,170.18,M
61,26,170.18,M
61,26,167.64,M
57,26,162.56,M
58,26,160.02,M
58,26,157.48,M
56,26,167.64,M
